symbol,base_asset,quote_asset,contract_type,underlying_type,exchange_tags,sector_l3,sector_l3_kr,subcat_code,subcat_kr,asset_class,last_price,change_24h_pct,quote_volume_24h,liquidity_tier,volatility_grade,listing_age,onboard_date
RVNUSDT,RVN,USDT,PERPETUAL,COIN,PoW,L1,레이어1,작업증명,작업증명,암호화폐,0.002897,7.775,1998299.055435,T4,HIGH,LEGACY,2021-02-23
ASMLUSDT,ASML,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SEMI,반도체 · AI하드웨어,주식,1740.88,-3.51,1990926.9369,T4,MID,NEW,2026-06-11
NOWUSDT,NOW,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SOFTWARE,소프트웨어 · SaaS,주식,126.72,7.027,1987423.05,T4,HIGH,NEW,2026-06-03
GUAUSDT,GUA,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.04324,-2.216,1976277.42641,T4,LOW,NEW,2025-12-21
KSMUSDT,KSM,USDT,PERPETUAL,COIN,Layer-1,INTEROP,인터체인,Interchain,Interchain,암호화폐,3.112,8.056,1972725.277,T4,HIGH,LEGACY,2020-10-14
DOODUSDT,DOOD,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.001256,9.694,1953063.604578,T4,HIGH,MID,2025-05-09
PTBUSDT,PTB,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.0008834,4.606,1913099.6377573,T4,MID,NEW,2025-09-03
TNSRUSDT,TNSR,USDT,PERPETUAL,COIN,NFT,GAME,게임/메타버스/NFT,NFT,NFT,암호화폐,0.03334,6.45,1904086.265454,T4,MID,MID,2024-04-08
XVGUSDT,XVG,USDT,PERPETUAL,COIN,PoW,L1,레이어1,작업증명,작업증명,암호화폐,0.00213,7.197,1896610.448285,T4,HIGH,LEGACY,2023-07-05
MASKUSDT,MASK,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.3813,4.523,1891997.7929,T4,MID,LEGACY,2021-07-16
MEUSDT,ME,USDT,PERPETUAL,COIN,NFT,GAME,게임/메타버스/NFT,NFT,NFT,암호화폐,0.06196,8.189,1880639.431676,T4,HIGH,MID,2024-12-10
BLURUSDT,BLUR,USDT,PERPETUAL,COIN,NFT,GAME,게임/메타버스/NFT,NFT,NFT,암호화폐,0.01426,8.03,1880506.97874,T4,HIGH,LEGACY,2023-04-27
ZKPUSDT,ZKP,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.04054,3.55,1870277.19776,T4,MID,NEW,2025-12-21
UVXYUSDT,UVXY,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-ETF-VOL,변동성(VIX) ETF,변동성,20.21,0.099,1868186.0535,T4,LOW,NEW,2026-06-11
PROVEUSDT,PROVE,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.1609,3.606,1867366.08642,T4,MID,MID,2025-08-05
PNUTUSDC,PNUT,USDC,PERPETUAL,COIN,USDC,MEME,밈코인,Meme,Meme,암호화폐,0.05136,24.751,1858682.90048,T4,EXTREME,MID,2025-03-07
QTUMUSDT,QTUM,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,Alt-L1,Alt-L1,암호화폐,0.7528,9.61,1857790.48933,T4,HIGH,LEGACY,2020-02-20
AUCTIONUSDT,AUCTION,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,2.858,3.476,1831148.48755,T4,MID,MID,2023-12-15
FIGHTUSDT,FIGHT,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.003587,1.471,1822705.289977,T4,LOW,NEW,2026-01-23
ATHUSDT,ATH,USDT,PERPETUAL,COIN,AI,DEPIN,DePIN,Compute,Compute,암호화폐,0.004026,6.508,1819823.737839,T4,MID,MID,2025-04-02
FLOWUSDT,FLOW,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,Alt-L1,Alt-L1,암호화폐,0.02906,5.788,1814387.088129,T4,MID,LEGACY,2022-02-09
NFLXUSDT,NFLX,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-BIGTECH,빅테크 · 플랫폼,주식,80.72,3.447,1802621.9162,T4,MID,NEW,2026-06-09
PHAUSDT,PHA,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.02286,6.822,1800746.4359,T4,MID,MID,2024-12-30
DEEPUSDT,DEEP,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.01444,10.567,1741124.4371,T4,HIGH,MID,2025-04-22
AGTUSDT,AGT,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.016191,-1.419,1722365.84195,T4,LOW,MID,2025-05-20
1000000MOGUSDT,1000000MOG,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,Meme,Meme,암호화폐,0.1089,15.605,1708658.64732,T4,EXTREME,MID,2024-11-07
GRIFFAINUSDT,GRIFFAIN,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI-Agent,AI-Agent,암호화폐,0.012791,7.75,1705215.181209,T4,HIGH,MID,2025-01-02
XANUSDT,XAN,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.010898,4.819,1695243.34973,T4,MID,NEW,2025-09-29
SCRUSDT,SCR,USDT,PERPETUAL,COIN,Layer-1,L2,레이어2/스케일링,Rollup,Rollup,암호화폐,0.02078,6.075,1688463.25326,T4,MID,MID,2024-10-22
NXPCUSDT,NXPC,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,게임,게임,암호화폐,0.2124,4.579,1683972.5186,T4,MID,MID,2025-05-15
ATUSDT,AT,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.1423,-6.135,1683253.67498,T4,MID,NEW,2025-10-29
TUSDT,T,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.003488,7.29,1669371.515762,T4,HIGH,LEGACY,2023-01-31
SUPERUSDT,SUPER,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,게임,게임,암호화폐,0.09112,5.414,1654652.74919,T4,MID,MID,2023-11-26
SOPHUSDT,SOPH,USDT,PERPETUAL,COIN,Layer-2,L1,레이어1,Alt-L1,Alt-L1,암호화폐,0.003529,4.594,1653132.522458,T4,MID,MID,2025-05-28
RONINUSDT,RONIN,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,Gaming-L1,Gaming-L1,암호화폐,0.05063,5.545,1651736.984756,T4,MID,MID,2024-02-06
TMFUSDT,TMF,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-BOND,채권(미국채) ETF,채권,30.49,-1.359,1630129.5722,T4,LOW,NEW,2026-07-27
ZRXUSDT,ZRX,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,DEX,DEX,암호화폐,0.0805,8.054,1626206.2344,T4,HIGH,LEGACY,2020-06-24
NEWTUSDT,NEWT,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,밈코인,밈코인,암호화폐,0.03875,7.759,1624595.31062,T4,HIGH,MID,2025-06-19
ARIAUSDT,ARIA,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.03495,-1.299,1616818.42237,T4,LOW,NEW,2025-09-03
CROSSUSDT,CROSS,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,게임,게임,암호화폐,0.11137,6.432,1608140.95869,T4,MID,MID,2025-07-10
EDUUSDT,EDU,USDT,PERPETUAL,COIN,Metaverse,GAME,게임/메타버스/NFT,메타버스,메타버스,암호화폐,0.03799,4.916,1605726.13856,T4,MID,LEGACY,2023-04-28
WCTUSDT,WCT,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.03651,7.005,1602874.26992,T4,HIGH,MID,2025-04-15
1000CATUSDT,1000CAT,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,밈코인,밈코인,암호화폐,0.001773,9.175,1592024.63254,T4,HIGH,MID,2024-10-21
BELUSDT,BEL,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.11027,3.472,1589056.71016,T4,MID,LEGACY,2020-11-18
MITOUSDT,MITO,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.02638,1.034,1585360.95005,T4,LOW,NEW,2025-08-28
ZORAUSDT,ZORA,USDT,PERPETUAL,COIN,Layer-2,L2,레이어2/스케일링,레이어2,레이어2,암호화폐,0.005069,7.054,1576958.088755,T4,HIGH,MID,2025-07-25
XBIUSDT,XBI,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-ETF-SECTOR,섹터 · 국가 ETF,주식(ETF),167.64,1.662,1570165.7558,T4,LOW,NEW,2026-07-09
AIAUSDT,AIA,USDT,PERPETUAL,COIN,Alpha,AI,AI/에이전트,AI-Infra,AI-Infra,암호화폐,0.07103,1.981,1566784.39726,T4,LOW,NEW,2026-01-20
NMRUSDT,NMR,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI-Data,AI-Data,암호화폐,8.404,5.897,1564873.142,T4,MID,LEGACY,2023-06-22
LAYERUSDT,LAYER,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.06407,6.623,1555850.588761,T4,MID,MID,2025-02-11
LSKUSDT,LSK,USDT,PERPETUAL,COIN,Layer-2,L2,레이어2/스케일링,Rollup,Rollup,암호화폐,0.08361,4.109,1551731.83543,T4,MID,MID,2024-01-25
SQDUSDT,SQD,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.04073,0.123,1549841.57536,T4,LOW,MID,2025-06-11
TAUSDT,TA,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.05259,-3.822,1548432.20031,T4,MID,MID,2025-07-21
IOTXUSDT,IOTX,USDT,PERPETUAL,COIN,Infrastructure,DEPIN,DePIN,IoT,IoT,암호화폐,0.002688,5.868,1543217.0963,T4,MID,LEGACY,2021-08-11
FOLKSUSDT,FOLKS,USDT,PERPETUAL,COIN,Alpha/DeFi,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,1.814,-0.384,1537524.5201,T4,LOW,NEW,2025-11-06
AGLDUSDT,AGLD,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,게임,게임,암호화폐,0.1598,4.581,1530370.128,T4,MID,LEGACY,2023-07-29
PLAYUSDT,PLAY,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,게임,게임,암호화폐,0.03736,0.484,1527757.07536,T4,LOW,MID,2025-07-31
CETUSUSDT,CETUS,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.02305,9.294,1523091.46682,T4,HIGH,MID,2024-11-06
GMXUSDT,GMX,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,Perp-DEX,Perp-DEX,암호화폐,6.855,5.967,1523018.00605,T4,MID,LEGACY,2023-02-16
VANAUSDT,VANA,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.9052,5.674,1521396.833769,T4,MID,MID,2024-12-16
BTRUSDT,BTR,USDT,PERPETUAL,COIN,Layer-2,L2,레이어2/스케일링,레이어2,레이어2,암호화폐,0.02933,-1.379,1518015.22331,T4,LOW,NEW,2025-08-27
TAIKOUSDT,TAIKO,USDT,PERPETUAL,COIN,Layer-2,L2,레이어2/스케일링,Rollup,Rollup,암호화폐,0.07279,1.747,1511250.01797,T4,LOW,MID,2025-06-11
HAEDALUSDT,HAEDAL,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.01859,6.168,1508052.82143,T4,MID,MID,2025-05-01
UBERUSDT,UBER,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-BIGTECH,빅테크 · 플랫폼,주식,77.75,4.195,1507975.2888,T4,MID,NEW,2026-05-15
FOGOUSDT,FOGO,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.00853,6.293,1486081.918523,T4,MID,NEW,2026-01-10
C98USDT,C98,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.01492,7.881,1483590.77644,T4,HIGH,LEGACY,2021-08-23
MEWUSDT,MEW,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,Meme,Meme,암호화폐,0.0003663,14.041,1476442.3629701,T4,HIGH,MID,2024-06-17
HOTUSDT,HOT,USDT,PERPETUAL,COIN,Storage,DEPIN,DePIN,스토리지,스토리지,암호화폐,0.0003449,6.352,1466496.9868311,T4,MID,LEGACY,2021-03-30
JELLYJELLYUSDT,JELLYJELLY,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.05785,4.46,1458685.17858,T4,MID,MID,2025-03-26
ALLUSDT,ALL,USDT,PERPETUAL,INDEX,Index,OTHER,기타/미분류,지수,지수,암호화폐,0.5075,6.238,1445445.1884,T4,MID,MID,2025-08-06
MAGICUSDT,MAGIC,USDT,PERPETUAL,COIN,Metaverse,GAME,게임/메타버스/NFT,GameFi,GameFi,암호화폐,0.04222,4.973,1440085.480287,T4,MID,LEGACY,2023-01-23
OGNUSDT,OGN,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.01695,6.07,1436875.89162,T4,MID,LEGACY,2021-03-31
SPORTFUNUSDT,SPORTFUN,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.02532,6.745,1434766.45163,T4,MID,NEW,2026-01-16
STBLUSDT,STBL,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.02684,4.926,1430862.94891,T4,MID,NEW,2025-09-17
SKRUSDT,SKR,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.007447,6.629,1427777.220956,T4,MID,NEW,2026-01-22
LRCXUSDT,LRCX,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SEMI,반도체 · AI하드웨어,주식,304.05,-7.797,1422921.2365,T4,HIGH,NEW,2026-06-22
CELOUSDT,CELO,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,Alt-L1,Alt-L1,암호화폐,0.06304,7.174,1422604.472038,T4,HIGH,LEGACY,2021-09-26
TRUSTUSDT,TRUST,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.05184,5.495,1411653.81011,T4,MID,NEW,2025-11-05
BEAMXUSDT,BEAMX,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,게임,게임,암호화폐,0.001404,7.586,1404599.595801,T4,HIGH,MID,2023-11-17
TACUSDT,TAC,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,게임,게임,암호화폐,0.002483,2.731,1402220.404808,T4,LOW,MID,2025-07-15
HPEUSDT,HPE,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SEMI,반도체 · AI하드웨어,주식,52.09,-5.118,1397368.2041,T4,MID,NEW,2026-06-08
TENCENTUSDT,TENCENT,USDT,TRADIFI_PERPETUAL,HK_EQUITY,TradFi,TRADFI,전통금융,TF-HK,홍콩 · 중국 주식,주식(중화권),57.62,0.875,1394762.3495,T4,LOW,NEW,2026-07-22
CTSIUSDT,CTSI,USDT,PERPETUAL,COIN,Layer-2,L2,레이어2/스케일링,레이어2,레이어2,암호화폐,0.02561,5.218,1394677.4854,T4,MID,LEGACY,2021-10-25
GLMUSDT,GLM,USDT,PERPETUAL,COIN,Infrastructure,DEPIN,DePIN,Compute,Compute,암호화폐,0.09271,7.179,1392836.31478,T4,HIGH,MID,2024-02-22
COAIUSDT,COAI,USDT,PERPETUAL,COIN,Alpha,AI,AI/에이전트,AI-Infra,AI-Infra,암호화폐,0.3129,2.355,1382352.0215,T4,LOW,NEW,2025-09-25
SHELLUSDT,SHELL,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.02099,3.094,1379504.53398,T4,MID,MID,2025-02-17
B2USDT,B2,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.4466,-2.468,1368245.972,T4,LOW,MID,2025-05-06
USUALUSDT,USUAL,USDT,PERPETUAL,COIN,DeFi,STABLE,스테이블코인,Stablecoin,Stablecoin,암호화폐,0.009512,8.634,1366956.142207,T4,HIGH,MID,2024-12-18
GDXUSDT,GDX,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-ETF-SECTOR,섹터 · 국가 ETF,주식(ETF),94.87,3.967,1360697.8747,T4,MID,NEW,2026-08-17
QUSDT,Q,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.020964,0.885,1347786.660983,T4,LOW,NEW,2025-09-02
SOMIUSDT,SOMI,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.0967,6.381,1342286.6203,T4,MID,NEW,2025-08-25
SAMSUNGEMUSDT,SAMSUNGEM,USDT,TRADIFI_PERPETUAL,KR_EQUITY,TradFi,TRADFI,전통금융,TF-KR,한국 주식 · ETF,주식(한국),1001.78,-1.899,1336549.2589,T4,LOW,NEW,2026-08-14
BANANAUSDT,BANANA,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,3.994,11.161,1334844.1557,T4,HIGH,MID,2024-08-15
ADBEUSDT,ADBE,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SOFTWARE,소프트웨어 · SaaS,주식,273.88,4.61,1333409.0993,T4,MID,NEW,2026-06-11
SFPUSDT,SFP,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.2713,11.189,1328032.2529,T4,HIGH,LEGACY,2021-02-24
DRIFTUSDT,DRIFT,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,Perp-DEX,Perp-DEX,암호화폐,0.01202,3.8,1319519.48474,T4,MID,MID,2024-11-08
REZUSDT,REZ,USDT,PERPETUAL,COIN,DeFi,LST,스테이킹/리스테이킹,Restaking,Restaking,암호화폐,0.0028,5.581,1309285.941509,T4,MID,MID,2024-04-30
SPELLUSDT,SPELL,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,CDP,CDP,암호화폐,8.03e-05,5.381,1305388.3462862,T4,MID,LEGACY,2022-09-05
GASUSDT,GAS,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,1.005,6.575,1303096.7137,T4,MID,MID,2023-10-25
ARPAUSDT,ARPA,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.008893,4.402,1295413.169107,T4,MID,LEGACY,2021-10-18
ONDSUSDT,ONDS,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-INDUSTRIAL,산업재 · 우주항공,주식,8.74,-2.346,1283946.3701,T4,LOW,NEW,2026-06-03
WOOUSDT,WOO,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.01123,7.156,1277364.37896,T4,HIGH,LEGACY,2022-04-07
TWTUSDT,TWT,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.4048,4.762,1275771.2319,T4,MID,MID,2023-11-03
ZKCUSDT,ZKC,USDT,PERPETUAL,COIN,-,OTHER,기타/미분류,미분류,미분류,암호화폐,0.03872,5.619,1274202.85979,T4,MID,NEW,2025-09-15
LYNUSDT,LYN,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.03468,-0.602,1262838.1166,T4,LOW,NEW,2025-10-06
WAXPUSDT,WAXP,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,게임,게임,암호화폐,0.003833,8.768,1261812.058734,T4,HIGH,MID,2023-10-18
PHAROSUSDT,PHAROS,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.3962,-2.654,1257715.6932,T4,LOW,NEW,2026-05-14
SAPIENUSDT,SAPIEN,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.07776,4.18,1239773.29495,T4,MID,NEW,2025-08-20
RECALLUSDT,RECALL,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.04729,3.729,1236192.64576,T4,MID,NEW,2025-10-15
KLACUSDT,KLAC,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SEMI,반도체 · AI하드웨어,주식,185.42,-5.127,1231716.0036,T4,MID,NEW,2026-06-22
ANKRUSDT,ANKR,USDT,PERPETUAL,COIN,DeFi,LST,스테이킹/리스테이킹,Liquid-Staking,Liquid-Staking,암호화폐,0.003535,6.348,1231330.302738,T4,MID,LEGACY,2021-01-25
BIRBUSDT,BIRB,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.05381,6.576,1226662.95092,T4,MID,NEW,2026-01-29
POLYXUSDT,POLYX,USDT,PERPETUAL,COIN,Infrastructure,RWA,실물자산/토큰증권,RWA-INFRA,RWA 인프라·발행체인,암호화폐,0.03084,8.021,1225165.50506,T4,HIGH,MID,2023-10-25
MERLUSDT,MERL,USDT,PERPETUAL,COIN,Layer-2,L2,레이어2/스케일링,레이어2,레이어2,암호화폐,0.01897,6.753,1221795.49254,T4,MID,MID,2025-05-29
WETUSDT,WET,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.07312,4.234,1220817.17576,T4,MID,NEW,2025-12-10
KERNELUSDT,KERNEL,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.03458,6.531,1214213.91935,T4,MID,MID,2025-04-14
MANTAUSDT,MANTA,USDT,PERPETUAL,COIN,Layer-2,L2,레이어2/스케일링,Rollup,Rollup,암호화폐,0.05818,5.132,1196108.143309,T4,MID,MID,2024-01-18
CKBUSDT,CKB,USDT,PERPETUAL,COIN,PoW,L1,레이어1,작업증명,작업증명,암호화폐,0.0008784,8.458,1186359.3267034,T4,HIGH,LEGACY,2023-02-27
HIVEUSDT,HIVE,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,레이어1,레이어1,암호화폐,0.04053,6.266,1179118.58724,T4,MID,MID,2024-12-23
NAORISUSDT,NAORIS,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.02902,-1.794,1178742.97405,T4,LOW,MID,2025-07-31
BNTUSDT,BNT,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,DEX,DEX,암호화폐,0.3002,11.806,1169703.7412,T4,HIGH,LEGACY,2023-08-10
DYMUSDT,DYM,USDT,PERPETUAL,COIN,Infrastructure,INTEROP,인터체인,Interchain,Interchain,암호화폐,0.01515,5.208,1161023.93788,T4,MID,MID,2024-02-07
DATAIPUSDT,DATAIP,USDT,PERPETUAL,COIN,-,AI,AI/에이전트,AI-Infra,AI-Infra,암호화폐,0.1783,2.707,1159900.9528,T4,LOW,NEW,2026-07-03
BROCCOLIF3BUSDT,BROCCOLIF3B,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,밈코인,밈코인,암호화폐,0.006247,-1.498,1157163.808511,T4,LOW,MID,2025-03-21
INUSDT,IN,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.03204,3.891,1157162.17274,T4,MID,MID,2025-08-07
BANDUSDT,BAND,USDT,PERPETUAL,COIN,DeFi,INFRA,인프라,Oracle,Oracle,암호화폐,0.1631,8.013,1156443.8141,T4,HIGH,LEGACY,2020-07-29
OGUSDT,OG,USDT,PERPETUAL,COIN,-,OTHER,기타/미분류,미분류,미분류,암호화폐,2.612,3.61,1153395.9974,T4,MID,MID,2025-05-12
TTWOUSDT,TTWO,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SOFTWARE,소프트웨어 · SaaS,주식,238.1,-1.766,1149980.834,T4,LOW,NEW,2026-07-02
BANUSDT,BAN,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,밈코인,밈코인,암호화폐,0.07176,1.17,1149347.85738,T4,LOW,MID,2024-11-18
RESOLVUSDT,RESOLV,USDT,PERPETUAL,COIN,DeFi,STABLE,스테이블코인,Synthetic-Dollar,Synthetic-Dollar,암호화폐,0.01798,4.84,1142811.3468,T4,MID,MID,2025-06-10
ILVUSDT,ILV,USDT,PERPETUAL,COIN,Metaverse,GAME,게임/메타버스/NFT,GameFi,GameFi,암호화폐,3.153,9.063,1141302.2853,T4,HIGH,MID,2023-11-10
TERUSDT,TER,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SEMI,반도체 · AI하드웨어,주식,375.14,-7.549,1140599.9296,T4,HIGH,NEW,2026-07-02
IDOLUSDT,IDOL,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.01624,0.62,1136034.64613,T4,LOW,MID,2025-07-04
ARKUSDT,ARK,USDT,PERPETUAL,COIN,Layer-1,PRIVACY,프라이버시,Privacy,Privacy,암호화폐,0.0929,6.415,1125760.4138,T4,MID,MID,2023-09-19
IRYSUSDT,IRYS,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.01371,2.697,1125089.15736,T4,LOW,NEW,2025-11-26
ORDERUSDT,ORDER,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.02984,7.765,1121967.21523,T4,HIGH,NEW,2025-09-26
RDDTUSDT,RDDT,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-BIGTECH,빅테크 · 플랫폼,주식,152.23,-1.882,1102469.4569,T4,LOW,NEW,2026-08-06
ICNTUSDT,ICNT,USDT,PERPETUAL,COIN,-,OTHER,기타/미분류,미분류,미분류,암호화폐,0.1223,-0.245,1098450.0352,T4,LOW,MID,2025-07-03
PROMPTUSDT,PROMPT,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.02207,5.548,1095219.08126,T4,MID,MID,2025-04-11
ASTRUSDT,ASTR,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,레이어1,레이어1,암호화폐,0.004831,7.883,1095115.692697,T4,HIGH,LEGACY,2023-02-13
